Text,label
"Singapore raises maximum fines to
$37K for workplace safety breaches

By VNA May 28, 2024 | 11:25 am GMT+7

 

Aworker cuts metal. Photo by Pexels

Maximum fines for workplace safety breaches in Singapore will increase from
SGD20,000 (USS$14,500) to SGD50,000 (US$37,120) from Jun 1, the Ministry of
Manpower (MOM) said Monday.

From next month, construction sites with a contract sum of SGD5 million or more
have to install surveillance cameras at high-risk locations.

The increased sum is to act as a ""stronger deterrence” against offenses under the
Workplace Safety and Health (WSH) Act Subsidiary Legislation that could result in

death, serious injury or serious harm, said the ministry.

Such offenses include failing to provide suitable personal protective equipment and no

warning of hazards that may cause serious harm.

According to the MOM, the increase in maximum fines is a proactive step towards
strengthening ownership and accountability of WSH, particularly among senior
company leadership who are responsible for shaping the safety culture at the

workplace.

Regulations on work safety have been tightened after Singapore saw the workplace
fatality rate fall below 1 per 100,000 workers in 2023, the first time it went under that
mark apart from 2020 when work was disrupted by the Covid-19 pandemic.
",1
"World Bank to lend $11B to Vietnam
over next 5 years

By Phuong Dung Way 28, 2024) 10:30 am GMiT+7,

 

Prime Minister Pham Minh Chinh meets with World Bank vice president Manuela V.
Ferro in Hanoi on May 27, 2024. Photo by Vietnam Government Portal

The World Bank has offered Vietnam US$11 billion over the next five years to finance
major infrastructure projects.

Its vice president, Manuela V. Ferro made the offer at a meeting with Prime Minister
Pham Minh Chinh Monday, who said he expected concessional financing.

He suggested lending to large and transformative projects such as Hanoi's metro (Van
Cao - Lang Hoa Lac section), the Ho Chi Minh City - Can Tho railway, clean energy
plants, and the one-million-hectares of high-quality rice initiative.

He assigned a deputy prime minister to directly oversee and control the progress on a

monthly basis.
Ferro agreed that the loans should be directed towards large and high-impact projects.

In recent years the bank has provided around $25 billion to Vietnam for socio-

economic development projects.
",1
"Stocks start week in green

By Minh Hiew May 27, 2024 | 05:36 pm GMT+7

 

An investor looks at stock prices on the screens at a brokerage in Ho Chi Minh
City. Photo by VnExpress/Quynh Tran

Vietnam's benchmark VN-Index rose 0.46% to 1,267.68 points Monday.

The index closed 5.75 points higher after dropping 19.10 points in the

previous session.

Trading on the Ho Chi Minh Stock Exchange decreased by 51% to VND17.583
trillion (US$690.8 million).

VN-Index
1350
1300
1250

1200

points

1150
1100
1050

1000
Sep'23 Nov 23, Jan 24 Mar'24 May 24

© Value

The VN-30 basket, comprising the 30 largest capped stocks, saw 14 tickers

gained.

POW of electricity producer Petrovietnam Power Corporation shot up 6.6%,
BVH of insurance company Bao Viet Holdings increased by 4.0%, and GVR of
Vietnam Rubber Group closed 2.9% higher.

Seven blue chips fell. HDB of lender HDBank closed 1.7% lower, SSB of
private lender SeABank declined by 0.9%, and MWG of electronics retail
chain Mobile World fell 0.8%.

Foreign investors were net seller to the tune of VND532 billion, mainly selling
FPT of IT giant FPT Corporation and MWG of Mobile World.

The HNX-Index for stocks on the Hanoi Stock Exchange, home to mid and
small caps, rose 0.46%, while the UPCoM-Index for the Unlisted Public
Companies Market went up 0.49%.
",1
"Consumers Could Be Slowing Their Spending Pace

The details of the report supported the idea that consumer spending, the most
important part of the economy, could be running out of steam after a long
period of rapid growth. Spending only increased 0.296 in April after jumping
0.796 in March and actually fell 0.196 after adjusting for inflation. Inflation-
adjusted after-tax income also fell 0.19%, the fourth decline in the last 12
months. 2

“Consumer spending in the first month of the new quarter slowed as real
disposable incomes fell,” Jeffrey Roach, Chief Economist for LPL Financial,
wrote in a commentary. “Businesses need to prepare for an environment where
consumers are not splurging like they were last year”

Best Brokers for Day Trading

‘See which online brokers provide speed and
reliability at a low cost. We've broken down the
pros and cons of each tohelp you make the best
decision for your day trading needs.

LEARN MORE >

 

It wasn't just Friday's report that hinted at a downshift in consumer spending,
‘The measure of first-quarter gross domestic product (GDP) was revised
Thursday, showing consumer spending decelerated.

""On the one hand, the slowing GDP and slowing personal consumption are a
sign that the economic expansion is cooling, which could be a concern for
‘companies and stock market investors,"" wrote Chris Zaccarelli, chief investment
officer for Independent Advisor Alliance Thursday. ""But on the other hand,
slowing consumption and economic growth could be just the news we need to
see in order for the rate of inflation to keep coming down and allow the Fed to
reduce interest rates after all.”
",0
"Boeing’s first Starliner flight with astronauts on board was called off in the final
minutes on Saturday, and the backup Sunday launch date was also canceled.

The company was targeting a June 1 launch at 12:25 p.m. ET ofits capsule,
which would have carried astronauts to the International Space Station for the

first time in a final major test of the system.

Leaders from Boeing, NASA and the United Launch Alliance, or ULA, held a
press conference later Saturday afternoon to provide updates on the
malfunction and the status of the next launch attempt.

“The disappointment lasts for about three seconds,” said Mark Nappi, Vice
President and Program Manager of Boeing’s Commercial Crew Program. “And

then you just immediately get busy and do your job.”

Boeing had a backup launch date scheduled for Sunday at 12:03 p.m. EDT. But
Saturday evening, NASA announced the cancellation of that Sunday launch “to
give the team additional time to assess a ground support equipment issue” at
the Florida launch site.

NASA plans to provide further updates on the next steps for the rocket launch.
The following possible launch dates are June 5th or June 6th.

‘An investigation into the cause of the malfunction is underway and crew

members may have to work through the night to troubleshoot the issue.

“The leading suspect would be either a hardware problem or a problem with
the network,” ULA CEO Tory Bruno said at the Saturday press conference,
noting that they will not fully know the source of the issue until the

investigation is complete.
",0
"Private sector job growth expanded in March at its fastest pace since July 2023,
indicating continuing buoyance in the U.S. labor market, payrolls processing
firm ADP reported Wednesday.

Companies added 184,000 workers on the month, an increase from the
upwardly revised February gain of 155,000, which also was the Dow Jones
estimate for March.

In addition to the strong employment pickup, ADP reported that wages for
‘workers who stayed in their jobs increased 5.196 froma year ago, the same rate
as February after showing a steady easing going well back into 2023. Those
switching jobs saw gains of 10%, also higher than in previous months.

“March was surprising not just for the pay gains, butthe sectors that recorded
them,” said ADP’s chief economist, Nela Richardson. “Inflation has been
cooling, but our data shows pay is heating up in both goods and services.”

Job gains were fairly broad-based, led by leisure and hospitality with 63,000.
Other sectors showing significant increases included construction (83,000),
trade, transportation and utilities (29,000), and education and health services
(27,000). Professional and business services saw a loss of 8,000.

Services-related industries accounted for 142,000 of the total, with goods
providing the rest. ADP, whose survey is based on payroll data analysis of more
than 25 million workers, does not track government jobs.

Most ofthe growth came from companies that employ more than 50 workers,
with small businesses adding just 16,000 to the total. Froma regional
standpoint, the South saw the biggest gains, adding 91,000 workers.

The ADP estimate serves as a precursor to the Labor Department's nonfarm
payrolls survey, set to be released Friday, though the numbers often diverge
sharply. The department's Bureau of Labor Statistics reported job growth of
275,000 in February, or 120,000 more than even ADP’s revised figure.
Economists surveyed by Dow Jones expect the March count to show growth of
200,000.

 

Solid payroll growth along with improving inflation has allowed the Federal
Reserve to be patient in its approach to easing monetary policy. Central bank
officials expect to start cutting interest rates later this year but have said in
recent days that they haven't seen enough evidence yet that inflation is ona
sustained path lower to begin reductions.
",1
"Inflation rose more than expected in January as stubbornly high shelter prices
weighed on consumers, the Labor Department reported Tuesday.

The consumer price index, a broad-based measure of the prices shoppers face
for goods and services across the economy, increased 0.3% for the month, the
Bureau of Labor Statistics reported. On a 12-month basis, that came out to
3.1%, down from 3.4% in December.

 

US. consumer price index
‘Year-over year percent change as of January 2024

—Allitems =. Less food and energy

2%

4 - 29%
an%

 

Jan Apr Jul Oct Jan Apr Jul. Oct Jan Apr Jul Get Jan
2021 2022 2023 2024

‘Chart Gabriel Cortes / CNEC
Source: US. Bureau of Labor Statistics Me
Data as of Feb. 13, 2024 eee,

Economists surveyed by Dow Jones had been looking for a monthly increase of
0.2% and an annual gain of 2.9%.

Excluding volatile food and energy prices, the so-called core CPL accelerated
0.4% in January and was up 3.9% from a year ago, unchanged from
December. The forecast had been for 0.3% and 3.7%, respectively.
",0
"Saudi Arabia's state oil giant Aramco reported a 25% decline in profit to
$121.3 billion in 2023, down from $161.1 billion in 2022, and boosted its

mega dividend payout despite “economic headwinds.”

Aramco raised its base dividend for the fourth quarter by 4% to $20.3 billion
dollars, and lifted its performance linked dividend by 9% to $10.8 billion,
resulting in a $31 billion dollar payday for the Saudi government and Aramco
stakeholders.

Despite the earnings decline, the result still represents Aramco’s second-
highest net income on record, far outpacing the profitability ofits largest global

 

peers.

“The year-on-year decrease can be attributed to lower crude oil prices and
volumes sold, as well as reduced refining and chemicals margins, partially
offset by a decrease in production royalties during the year and lower income
taxes and zakat,” Aramco said in a statement.

Aramco said total revenue also fell 17% to $440.88 billion, down from
$535.19 billion last year. Free cash flow also fell to $101.2 billion in 2023,
compared to $148.5 billion in 2022.

“Itwas a year that saw global oil demand reach record levels despite
geopolitical volatility, economic headwinds, and inflationary pressures,”
Aramco CEO Amin Nasser told the earnings call on Sunday.

“We expect the global oil market to remain healthy over the remainder of this
year, and we expect it to be fairly robust with growth of about 1.5 million
barrels,” Nasser added. Saudi Arabia led OPEC+ countries last week ina

decision to extend voluntary oil output cuts until the end of June.

 
",0
"Thailand’s auto sales forecast to fall
this year

Na

 

Cars in traffic in Bangkok, Thailand. Photo by Pexels|

Thailand's car manufacturing target for 2024 may be downgraded as production
continues to decline, with a sluggish economy affecting car sales, according to the
Federation of Thai Industries (FTD.

Earlier this year, the federation set the production target of 1.9 million cars, a year~
on-year rise of 3.15%, of which 1.15 million will be for export and 750,000 for
domestic sales.

Last month, total car manufacturing decreased by 11% to 104,667 units, especially in
the pickup segment, which plunged 45.98%, while the passenger car segment fell by
5%.

Surapong Paisitpatanapong, vice-chairman of the FTI and spokesman for its
Automotive Industry Club attributed the fall to a weak economy and banks’
tightening of car loan criteria to avoid non-performing loans.

During January-April, car production dove by 17% year-on-year to 518,790 units, and
auto sales and exports fell by 23.9% and 3.6% year-on-year to 210,494 units and
340,685 units, respectively.
",0
"Business DataSpeaks Property Markets Econoi

Laid-off Lazada employees to get
bigger payout after negotiation

Dat Nguyen

LAZADA

Le

Beller RO tain Expres

een in this illustration photo June 20, 2017.

 

 

The Singapore Lazada website
Photo by Reuters

 

Some former employees of e-commerce giant Lazada who were laid off in
January will receive extra in payout after the company negotiated with
Singaporean labor unions.

A number of employees will receive an additional two weeks' pay for each year
of service, to be disbursed in approximately two weeks, according to several
former employees who spoke to The Straits Times on the condition of

anonymity.

Others will receive only ""training support"" of $$1,200 (US$888.76), which
will be paid out in August.

The former employees were from Lazada Singapore and Lazada Southeast
Asia. Initially Lazada offered them only two weeks’ pay per year of service,

which was below industry norms.

The Food, Drinks and Allied Workers Union has negotiated with Lazada for

the additional benefits for the employees who are its members.

National Trades Union Congress secretary-general Ng Chee Meng said in a
Facebook post on May 21 that the union was closing matters with affected

eligible union members.

Lazada in January laid off an undisclosed number of employees in Singapore

and Southeast Asia.

CNBC reported at the time that all functions including commercial, retail and
marketing would be affected by the layoffs.

Various departments within the company and included its regional offices in
Malaysia, Indonesia, and Vietnam were affected by the termination.
",0
"Gold prices decline

By Dat Nguyen May 24, 2024 | 08°57 pm GMT+7

 

Gold jewelry on display at a shop in Ho Chi Minh City. Photo by
VnExpress/Quynh Tran

Saigon Jewelry Company gold bar price fell for the second day in a row with a
0.33% loss to VND89.5 million ($3,513.80) per tael on Friday.

Gold ring price dropped 0.52% to VND76.4 million per tael. A tael equals 37.5
grams or 1.2 ounces.

SUC gold prices
VND million per tael (VND1 million = $39.27)

Globally gold prices rose on Friday, but were headed for their first weekly fall
in three as expectations for interest rate cuts began to fade following the
hawkish tone adopted in the U.S. Federal Reserve's latest minutes, Reuters
reported.

Spot gold rose 0.54% to $2,340.95 per ounce, as of 1018 GMT, after hitting its

lowest since May 9 earlier.

Bullion hit a record high of $2,449.89 on Monday, but has fallen about 5%
since then.
",0
" 

VN-Index drops

By Dat Nguyen May 24, 2024 | 08°54 pm GMT+7

 

An investor looks at stock prices on a smartphone at a brokerage in Ho Chi Minh
City. Photo by VnExpress/Quynh Tran

Vietnam's benchmark VN-Index fell 1.49% to 1,261.93 points Friday.

The index closed 19.10 points lower after gaining 14.12 points in the previous

session.

Trading on the Ho Chi Minh Stock Exchange increased by 52% to VND35.53
trillion ($1.39 billion).

VN-Index
1350
1300
1250

1200

points

1150
100
1050

1000
‘Sep '23 Nov'23 Jan '24 Mar 24 May 24

© Value

The VN-30 basket, comprising the 30 largest capped stocks, saw 26 tickers
fell.

BCM of Becamex Investment and Industrial Development fell 4.2%, followed
by FPT of IT giant FPT Corporation with a 4.1% decrease.

SSI of leading brokerage SSI Securities Corporation dropped 4% and VJC of
budget airline Vietjet closed 3.1% lower.

Four blue chips gained, including ACB of Asia Commercial Bank with a 2.8%
rise and GVR of Vietnam Rubber Group, up 1.7%.
",0
"Taylor Swift boosts Singapore GDP
growth to 2.7% in Qi

By Minh Long. Way 24, 2024

 

Singapore's economy grew 2.7% year-on-year in the first quarter of 2024, the
quickest pace in 18 months, partly due to an improvement in tourism sector driven by
American pop star Taylor Switt’s concerts.

The growth matched a preliminary estimate released last month and was stronger
than the 2.5% forecast by economists in a Reuters poll. It was the fastest pace since

the economy grew 4.3% on a year-on-year basis in the third quarter of 2022.

 

E Es:
American singer-songwriter Taylor Swift performs on her ‘The Eras Tour’ at AT&T
Stadium. on March 31,2023 in Arlington, Texas, United States. Photo by AFP

The trade ministry, which maintained its GDP growth forecast for 2024 at 1.0% to
3.0, said the manufacturing and trade-related sectors were expected to see a gradual

pick-up over the course of the year, according to Reuters.

""The stronger-than-anticipated recovery in air travel and tourism demand will
continue to bolster the growth of aviation- and tourism-related sectors, as well as
consumer-facing sectors,"" Gabriel Lim, the permanent secretary at the Trade
Ministry, said during an online briefing on May 23. ""The payments segment of the
finance and insurance sector will also benefit from higher tourist spending.”

The country weleomed 4.35 million visitors in the first three months, an increase of,
about 50% from the previous year, according to Nikkei Asia, quoting the Singapore

Tourism Board.

Visitors flocked to Singapore in March to catch Swift's series of performances, her

only Southeast Asian stop on a global tour.

Swift sold out all available seats, selling more than 300,000 tickets for the concerts as.
part of her Eras Tour, which includes over 150 concerts on five continents between

March 2023 and December 2024, EFE reported on May 23.
",1
"Top banker expects deposit interest
rates to edge up in H2

za
el
i

       

Dinh Duc Quang, country head of global markets, Singapore-owned United Overseas.
Bank Vietnam, speaks at a market forecast and investment strategy seminar on May 23,
2024. Photo courtesy of UOB

Bank deposit interest rates could increase by up to 4 percentage point in the second
half of this year from the current 5%, a senior banker said.

The rates would climb up in line with international markets, and bank deposits would
have similar yields as other asset classes, Dinh Due Quang, country head of global

markets, Singapore-owned United Overseas Bank Vietnam, said at a market forecast
and investment strategy seminar on Thursday.

The rates for short-term deposits recently edged up by 0.2-0.3 percentage points.

Credit growth as of the end of April was below 2%, low compared to previous years,
according to the State Bank of Vietnam.

Quang said credit growth is usually low in the first quarter before gathering pace in
the second.

According to UOB, the Vietnamese dong could weaken to VND25,600 against the
dollar in the second quarter before gradually rallying to VND24,600 in the first
quarter of next year.
",1
"VN-Index jumps to 7-week high

Dat Nguyen 024 | 04:00 pm GI

 

    

An investor looks at stock prices on a laptop at a brokerage in Ho Chi Minh City. Photo
by VnExpress/Quynh Tran

‘Vietnam's benchmark VN-Index rose 1.11% to 1,281.03 points Thursday, highest since
April 2.
The index closed 14.12 points higher after dropping 10.23 points in the previous

session.

Trading on the Ho Chi Minh Stock Exchange decreased by 17% to VND23.31 trillion
($95 million).

VN-Index:
160
100
1250

1200

points

1150
1100
1060

100
sep 20 Now 23, wsn24 Mar 24 May 26

ovate
The VN-go basket, comprising the o largest capped stocks, saw 95 tickers gained.

BVH of insurance company Bao Viet Holdings led with a 7% surge, followed by PLX
of fuel distributor Petrolimex, up 6.9%.

GAS of state-owned Petrovietnam Gas went up 4.3% and HPG of steelmaker Hoa
Phat Group closed 3.7% higher.

Three blue chips fell marginally. They are BID of state-owned lender BIDV, VRE of
retail real estate arm Vincom Retail and FPT of IT giant FPT Corporation with a
decline of less than 1%.

Foreign investors were net buyers to the tune of VND6 billion, mainly buying DBC
of meat producer Dabaco Group and MWG of electronics retail chain Mobile World.

The HNX-Index for stocks on the Hanoi Stock Exchange, home to mid and small
caps, rose 0.72%, while the UPCoM-Index for the Unlisted Public Companies Market

went up 0.50%.
",1
"Gasoline prices rise little after plunge

Dat Nguyen

 

 

   

An employee works at 2 fuel station in Ho Chi Minh City. Photo by VnExpress/Thanh
Nguyen

Gasoline prices went up slightly Thursday after plummeting to a four-month low last
week.

The popular fuel RON95 gained 0.35% to VND23,210 ($0.91) per liter.

Gasoline and diesel prices

033)

\Wnbes ¢vND 10,000

—RONSS — Diesel

Biofuel Es RONg2 went up 0.72% to VND22,270.
Diesel fell 0.20% to VND19,830.

Globally fuel prices fluctuated in the last seven days as U.S. inventory rose and the
Federal Reserve planned to delay cutting interest rates due to prolonged inflation.

‘The OPEC+ is believed to extend its policy to reduce production in a meeting early
next month.

Gasoline prices worldwide went up 0.5-1.1%.
",0
"Rubber export value rises 14%

 

Aworker harvests rubber at a farm of Vietnam Rubber Group in northern Son La
Province. Photo courtesy of the company

Vietnam exported 499,000 tons of rubber for $743 million in the first 4 months of
this year, up 6.4% in volume and 14% in value, according to the Vietnam Rubber
Association.

China remained the largest consumer of Vietnamese rubber, accounting for 80% of,

the country's total export volume, followed by India.

The association said that with the recovery of the global automobile and tyre
industries, especially in China, Vietmam’s rubber exports will likely enjoy favorable

conditions and are expected to surge in the second quarter.

The association's general secretary Vo Hoang An said there remained room for
Vietnam to increase its exports of rubber materials, as the country can produce 1.3
million tons of rubber latex annually but the local rubber processing sector only

needs over 300,000 tons.

Under a strategy to develop plant cultivation through 2030, rubber yield will be

raised to 1.8-2 tons per hectare.

Last year, Vietnam exported 2.14 million tons of rubber, earning $2.89 billion,
according to figures from the General Department of Customs. The figures
represented a year-on-year increase of 0.04% in volume but a decline of 12.7% in

value.

Rubber exports are forecast to reach US$3.3-3.5 billion this year, said the Vietnam
Rubber Association.
",1
"Seasonal egg-shaped lychee prices
jump 20% amid low supply

By ThiHla May 22, 2024 | 08:21 pm GMT#7

 

Egg-shaped lychees grown in northern Hung Yen Province are as large as chicken eggs.
Photo by Linh Dan

Egg-shaped lychees from northern Hung Yen Province are being sold at VND240,000
(US$9.43) per kilogram in HCMC and Binh Duong Province, 20% higher than a year
ago, on lower output.

They are up 19% in Hanoi at VNDig0,000.

A similar variety grown in Hai Duong Province costs VND160,000-170,000.

Hong, the owner of a fruit store in HCMC, said the lychee is much sought-after and
sells out quickly despite the high prices.

“Lam selling egg-shaped lychees from Hung Yen’s Phu Cu District. They have to be
transported by air to retain their freshness and fragrance.”

Hoa, who runs a food store in Hanoi, said this variety of lychee is always in demand

since it is harvested for only one month starting in May.

They are more expensive than regular or seedless lychees due to their size, which is as
large as a chicken egg, and thicker, more fragrant and sweeter pulp.

A kilogram of egg-shaped lychee usually consists of 19-20 fruits, while regular
varieties number 28-30.

""My shop has sold 300-400 kilograms of lychees in the last three days,"" Hoa said.

Farmers and merchants expect the fruit to sell out quickly this year because its supply

is down from last year.

Dong Thi Thu Huong, director of the Minh Tien Agricultural Cooperative in Hung
‘Yen, said the cooperative's 20 hectares of egg lychees would be ready for harvest in
five to ten days.

‘Some 70% of the crop has already been bought at VND145,000-150,000 per

kilogram, she said.
""The harvest is down by 50% from last year, so the price is higher.”

Regular varieties are sold at VND35,000-45,000 per kilogram at the farm gate, she
added.

The leaders of the Phu Cu District People's Committee said of the 1,200 ha under
Iychees, 350 ha grow the egg-shaped variety.

The fruits meet all quality standards and are marked with traceability labels, they
said.
",0
"VN-Index plunges with most blue
chips in red

Minn Hiew 2 pm GMT#7

 

 

 

ck prices on a screen at a brokerage in Ho Chi Minh City. Photo

 

by VnExpress/Quynh Tran

Vietnam's benchmark VN-Index fell 0.80% to 1,266.91 points Wednesday.

The index closed 10.23 points lower after dropping 0.44 points in the previous

session.

Trading on the Ho Chi Minh Stock Exchange increased by 17% to VND28.049 trillion
(US$s.1 billion),

VN-Index

 

sep 22 Now 23

 

ar 24 May 24

Value

The VN-30 basket, comprising the 30 largest capped stocks, saw 24 tickers fell.

VIC of budget airline Vietjet slid 3.0%, while VPB of private lender VPBank closed

2.7% lower.

MSN of conglomerate Masan Group went down 2.5% and VIC of private
conglomerate Vingroup decreased by 2.3%.

Five blue chips gained. FPT of IT giant FPT Corporation saw the biggest growth of
1.5%, followed by MWG of electronics retail chain Mobile World with a 0.8% increase
and PLX of fuel distributor Petrolimex, up 0.5%.

Foreign investors were net seller to the tune of VND857 billion, mainly selling HPG of
steelmaker Hoa Phat Group and VHM of property giant Vinhomes.

The HNX-Index for stocks on the Hanoi Stock Exchange, home to mid and small
caps, rose 0.76%, while the UPCoM

  

-Index for the Unlisted Public Companies Market
went up 0.24%
",0
"Drought reduces durian yields and
quality

8 Minh Hiew Nay 20,2028 | 0240 pm

   

SS

 

Durians in a store in the Mekong Delta province of Tien Giang. Photo by Hai Thuan

Durian farmers in Vietnam are worried that saltwater intrusion and drought at the
country’s main hub of durian production will reduce the spiky fruit's yield and lower
its quality.

""The key problem of this durian harvest season is the prolonged drought and sea
water intrusion that decreased the yield and quality of Vietnam’s durian farms,"" Vo
Huu Thoai, director of the country’s Southern Fruit Institute, told CNA.

‘The Mekong Delta, which produces hal of the country’s durian, has been severely
affected by shifting weather patterns and increasing saltwater intrusion in recent
years, Hydropower dams built upstream on the Mekong River restrict the
downstream flow, leading to a freshwater shortage.

‘Thousands of people in the delta are suffering a ""severe"" shortage of fresh water
‘because of drought and salinization, prompting authorities to declare a state of,
emergency early last month, according to AFP.

‘The drought, combined with the heat wave sweeping across Southeast Asia and the El
‘Nino phenomenon, has worsened saltwater intrusion this year, impacting durian
production.

""The biggest threat to durians is saltwater. Durian trees are highly susceptible to salt
water,” durian farmer Tran Van Nghia told CNA. Nghia was among the first to import
Monthong durian trees from Thailand more than two decades ago to grow in
southern Tien Giang provinee, located along the banks of the Mekong River.

Phan Hoang Tan, who owns a durian orchard in the Mekong Delta province of Ben
‘Tre, said his farm's production has dropped by 30% from the previous three harvests
due to scorching temperatures and a lack of freshwater, Vietnamese newspaper
Thanh Nien reported.

Several orchards in Dong Nai Province have also warmed that the next harvest's,
output might slide 30-40%.

‘Thoai said: ""The problem is set to get worse in the coming years if we don’t act fast
enough to implement the solutions.”

‘Vietnam exported $2.3 billion worth of durian last year, 87% of it to China.

‘This figure is forecast to soar to $3.5 billion this year amid burgeoning demand from
‘that country, but this growth may become uncertain due to the drought and saltwater
intrusion.

  

In contrast to Vietnam, the heat wave in the region is expected to enhance Malays’
durian production, especially for its Musang King variety.

‘This could increase competition for Vietnam as Malaysia is finalizing talks to export
fresh durians to China by the end of 2024, The Business Times reported.

Aside from that, oversupply may become a concer in the coming years as
‘Vietnamese farmers switch from other crops to durians.

‘The country now has 150,000 hectares under durian across, exceeding the Ministry
of Agriculture and Rural Development's target of 75,000 hectares.

‘Nonetheless, only about 13% of Vietnam’s durian farms have met the requirements
and been approved for export to China.
",0
"Extreme weather delays harvest,
threatening Malaysia's durian exports
to China

© Minh Hiew

    

2 x ae SS
mong baskets of durians in Putrajaya, outsce Kuala Lumpur Au. 4
2007, Pnota by Reuters

 

Malaysia's main durian harvest season is delayed by unpredictable weather, raising
concerns among exporters about the reduced quality and quantity of the fruit,
potentially affecting exports to China,

‘The harvest season usually runs from May to August, but in Johor, the fruits are not
ready for harvest yet, durian merchant Tie Kian Chow told CNA.

He suggested that recent fluctuations in weather pattems are causing the delay. ""The
‘weather alternates between very hot and rainy, this makes it hard for the durians to
‘ear fruit, especially those of premium quality like Mao Shao Wang (Musang King).""

Johor, which has 20,075,6 hectares under durian, is Malaysia’s main producer of the
fruit, acoording to Malaysia-based news website The Star.

Tie also expressed concer that the fruit’s quality might be affected and fall below the
stringent standards set by China, the world’s largest durian consumer.

Malaysia has been reeling from scorching weather, extreme rainfall and flash floods
in recent weeks, attributed to the heatwave in Southeast Asia and the El Nino
phenomenon.

Such weather patterns could directly impact yields, durian consultant Lim Chin Kee,
‘who owns plantations in Raub, Pahang, told CNA. ""It's possible that the yield will be
much lower this year because the weather is out of syne (with the usual pattern).”

‘Tommy Chong, a durian researcher and farmer in Kulai, Johor, warned that the
extreme weather could lead to more ""burnt tip"" durians, which are unacceptable to
Chinese importers.

Burnt tips refer to the ends of durian pulp tuning brown or dark brown due to
uneven ripening.

This could tarnish Malaysia’s reputation for supplying top-quality durians, which is
particularly concerning as the country is close to concluding negotiations to export
fresh durians to China by the end of the year, The Business Times reported.

Ti successful, Malaysia, which currently only exports frozen durian to China, will
begin competing with Thailand, Vietnam and the Philippines for a larger share of
China's lucrative fresh durian market.

‘Teoh Sock Soon, owner of retailer Ah Shui Durian in Johor, said lower output could
drive up prices, impacting the competitiveness of Malaysian durian in the Chinese
market.

‘These could jeopardize Malaysia’s plans to double durian exports from RMis8.83
billion (US$25.36 billion) in 2023 to RM238.4 billion this year, according to the Sun.

Competing with other countries who have a greater market share in China means
Malaysia must be able to adapt to Chinese consumers’ changing preferences.

Lim said: ""From our surveys, the new flavor that the China markets is favoring is
Black Thorn, which has a sweeter taste compared to Musang King which is slightly
bitter.”

To cater to this, Malaysian exporters have shifted their focus to cultivating more
Black Thorn trees, which typically take five to 10 years to yield fruits.

Black Thorn only accounts for 1% of Malaysia's total durian production now and
Musang King for 36%, according to its agricultural ministry.
",0
"Stocks steady at 5-week high

Sy DatNguyen May 21, 2924 [04:41 pm

   

‘An investor looks at stock prices on a smartphone at a brokerage in Ho Chi Minh City.
Photo by VnExpress/Quynh Tran

‘Vietnam's benchmark VN-Index fell 0.03% to 1,277.14 points Tuesday as ithovered
around the highest since April 12.

‘The index closed 0.4 points lower after gaining 4.5 points in the previous session.

‘Trading on the Ho Chi Minh Stock Exchange decreased by 13% to VND23.99 trillion
(S942 million).

VNndex

 

 

sue: 120848
2

= Vaue
‘The VN-go basket, comprising the go largest capped stocks, saw 1: tickers gained.

FPT of IT giant FPT Corporation led with a 2.3% rise, followed by BCM of Becamex
Investment and Industrial Development, up 2.2%.

‘VRE of retail real estate arm Vincom Retail gained 1.3% and CTG of state-owned
ender VietinBank closed 0.9% higher.

Sixteen blue chips fel, with TCB of the largest private lender Techeombank losing
2.1%.

Foreign investors were net sellers to the tune of VND716 billion, mainly selling VEA
of Vietnam Engine and Agricultural Machinery Corp and KBC of industrial real estate
developer Kinh Bac City.

‘The HNX-Index for stocks on the Hanoi Stock Exchange, home to mid and small.
caps, rose 0.30%, while the UPCoM-Index for the Unlisted Public Companies Market
went up 0.99%.
",1
"Vietnam tops Southeast Asia in
password cyberattacks

5) Khuong Nha iy 21,2027

‘Vietnam suffered nearly 26 million password attacks aimed at users and businesses
‘ast year, the highest in Southeast Asia, according to cybersecurity firm Kaspersky.

Tt accounted for over 40% of all brute force attacks recorded and neutralized in the
‘Tegion, the company said in a report.

 

GMT?

Brute force attacks in Southeast Asia, 2023

A brute force attack is a hacking method that uses trial and error to crack passwords
and encryption keys, with hackers trying a large number of passwords until they find
the right one.

‘Vietnam was followed by Indonesia (11.71 million attacks), Thailand (10.21 million)
and Singapore (6.06 million).

Adrian Hia, managing director of Kaspersky‘s Asia-Pacific region, said that brute
force attacks are a threat that businesses could not take lightly.

‘Whenever employees work with unsecured wifi networks or use remote access tools
‘they are at risk of being hacked, he said.

‘The advancement of AI also makes data theft happen faster and more massively, he
added.

To reduce risks users should use passwords that contain special characters, activate
‘two-factor authentication and disable remote desktop protocol when not in use, he
added.
",0
"accused ‘ling mo
k in late 2022 as part of an insider
trading move, according to a lawsuit filed by a Tesla shareholder

Thursday, who accused Musk of exploiting his position and

breaching fiduciary duti

are on Thu

 
",0
